id,name,generic_term,generic_category,concise_code,lat,lon,location,decision_date
FOBUG,Anishnaabeg of Naongashiing,First Nation Administrative Location,Administrative Area,MUN2,49.1247035,-94.3117851,,2023-09-14
FADFC,Anjigami,Railway Point,Populated Place,UNP,47.8831900,-84.5417800,Algoma,1952-07-03
FADFR,Annable Settlement,Dispersed Rural Community,Populated Place,UNP,45.1062700,-75.3568400,Dundas,1967-11-30
FADFW,Annan,Compact Rural Community,Populated Place,UNP,44.6156600,-80.8537500,Grey,1950-06-02
FADGI,Annex,Railway Point,Populated Place,UNP,48.6194445,-90.0080556,Thunder Bay,1931-12-31
FADHH,Anoma Lea,Dispersed Rural Community,Populated Place,UNP,44.6380555,-75.9219444,Leeds,1967-03-23
FADHQ,Ansnorveldt,Compact Rural Community,Populated Place,UNP,44.0801700,-79.5400000,York,1948-12-02
FEFRP,Anson,Geographic Township,Administrative Area,GEOG,44.9494444,-78.8325000,Haliburton,1945-01-01
FADHR,Anson,Dispersed Rural Community,Populated Place,UNP,44.2980550,-77.5975000,Hastings,1974-12-31
FADHT,Ansonia,Dispersed Rural Community,Populated Place,UNP,46.3165500,-83.6095000,Algoma,1970-01-14
FADHW,Ansonville,Urban Community,Populated Place,UNP,48.7563889,-80.6861111,Cochrane,1949-05-05
FADHZ,Anstice,Railway Point,Populated Place,UNP,46.9016667,-81.0286111,Sudbury,1961-07-05
FEFRQ,Anstruther,Geographic Township,Administrative Area,GEOG,44.8137200,-78.1988000,Peterborough,1962-12-31
FADIB,Anstruther Lake,Locality,Populated Place,UNP,44.7354300,-78.2000800,Peterborough,1967-05-31
FADIF,Anten Mills,Dispersed Rural Community,Populated Place,UNP,44.4822222,-79.8291666,Simcoe,1962-12-31
FADII,Anthony,Dispersed Rural Community,Populated Place,UNP,48.5381700,-80.5934900,Cochrane,1949-05-05
FEFRW,Antoine,Geographic Township,Administrative Area,GEOG,46.4871500,-78.9648400,Nipissing,1962-12-31
FEFRY,Antrim,Geographic Township,Administrative Area,GEOG,46.9310800,-81.6451500,Sudbury,1962-12-31
FADJS,Antrim,Dispersed Rural Community,Populated Place,UNP,45.3680555,-76.2280555,Carleton,1952-02-06
FOBTK,Apitipi Anicinapek Nation,First Nation Administrative Location,Administrative Area,MUN2,48.5500960,-79.9743632,,2023-09-14
FADKH,Appelo,Dispersed Rural Community,Populated Place,UNP,47.1983334,-81.4019444,Sudbury,1967-05-03
FADKL,Appin,Suburban Community,Populated Place,UNP,42.7958333,-81.6491667,Middlesex,1947-05-06
FADKS,Apple Hill,Locality,Populated Place,UNP,45.2208330,-74.7702780,Glengarry,1998-01-01
FEFSD,Appleby,Geographic Township,Administrative Area,GEOG,46.4054100,-80.4915500,Sudbury,1962-12-31
FADKM,Appleby,Dispersed Rural Community,Populated Place,UNP,43.3777500,-79.7743100,Halton,1950-06-02
FADKQ,Appledore,Dispersed Rural Community,Populated Place,UNP,42.5219444,-82.1433333,Kent,1950-05-04
FADKY,Appleton,Compact Rural Community,Populated Place,UNP,45.1818500,-76.1240100,Lanark,1952-02-06
FADLC,Applewood Acres,Community,Populated Place,UNP,45.3850000,-75.6691667,Carleton,2003-09-19
FADLB,Applewood Acres,Urban Community,Populated Place,UNP,43.5922222,-79.5780555,Peel,1974-06-30
FADLE,Applewood Heights,Compact Rural Community,Populated Place,UNP,43.6072222,-79.5950000,Peel,1974-06-30
FADLF,Applewood Hills,Urban Community,Populated Place,UNP,43.6183333,-79.6022223,Peel,1977-09-23
FADLK,Apsley,Compact Rural Community,Populated Place,UNP,44.7550000,-78.0866670,Peterborough,1974-12-31
FADLN,Apto,Dispersed Rural Community,Populated Place,UNP,44.5094445,-79.8033334,Simcoe,1947-07-03
FAYTX,Arbeatha Park,Community,Populated Place,UNP,45.3163889,-75.8216667,Carleton,2003-02-18
FADMT,Arbor Vitae,Dispersed Rural Community,Populated Place,UNP,48.8979100,-94.2943400,Rainy River,1951-11-01
FEFSF,Arbutus,Geographic Township,Administrative Area,GEOG,47.5415900,-82.1509600,Sudbury,1962-12-31
FEZYY,Archambeau Lake Forest Conservation Reserve,Conservation Reserve,Administrative Area,PARK,46.6074890,-82.4288150,Algoma,2001-01-04
FADNC,Archer,Dispersed Rural Community,Populated Place,UNP,44.9888889,-75.1072222,Dundas,1959-08-06
FEFSH,Archibald,Geographic Township,Administrative Area,GEOG,46.9302777,-84.2908333,Algoma,1962-12-31
FIEQZ,Archie Coulter Conservation Area,Conservation Area,Administrative Area,PARK,42.7667000,-81.0500000,Elgin,
FEFSI,Ardagh,Geographic Township,Administrative Area,GEOG,51.3436111,-81.1733333,Cochrane,1962-12-31
FADNY,Ardbeg,Dispersed Rural Community,Populated Place,UNP,45.6408333,-80.0800000,Parry Sound,1950-10-05
FEFSJ,Arden,Geographic Township,Administrative Area,GEOG,47.3691667,-81.9000000,Sudbury,1962-12-31
FADNZ,Arden,Compact Rural Community,Populated Place,UNP,44.7208333,-76.9244444,Frontenac,1939-12-12
FADOA,Ardendale,Dispersed Rural Community,Populated Place,UNP,44.7216666,-76.9444445,Frontenac,1939-12-12
FADOH,Ardmore Beach,Locality,Populated Place,UNP,44.7011111,-80.0058334,Simcoe,1978-09-14
FADOI,Ardoch,Dispersed Rural Community,Populated Place,UNP,44.9302778,-76.9072222,Frontenac,1941-04-29
FADOK,Ardtrea,Dispersed Rural Community,Populated Place,UNP,44.6866666,-79.4025000,Simcoe,1932-07-06
FADOQ,Argolis,Railway Point,Populated Place,UNP,48.6883333,-83.4486111,Algoma,1954-10-07
FEUEO,Argon,Railway Point,Populated Place,UNP,48.8931200,-90.0090600,Thunder Bay,1930-12-30
FEFSM,Argyle,Geographic Township,Administrative Area,GEOG,48.0593500,-80.8545600,Timiskaming,1962-12-31
FADOZ,Argyle,Compact Rural Community,Populated Place,UNP,44.4506800,-79.0172200,Victoria,1950-04-06
FADPK,Ariss,Dispersed Rural Community,Populated Place,UNP,43.5752778,-80.3650000,Wellington,1950-09-07
FADPL,Arkell,Dispersed Rural Community,Populated Place,UNP,43.5365200,-80.1677000,Wellington,1950-09-07
FADPO,Arklan,Dispersed Rural Community,Populated Place,UNP,45.0872222,-76.3461111,Lanark,1968-01-10
FADPR,Arkona,Community,Populated Place,UNP,43.0830555,-81.8261111,Lambton,2001-01-01
FEFSQ,Arkwood,Railway Point,Populated Place,UNP,42.4812800,-82.1217900,Kent,1962-12-31
FADPU,Arkwright,Compact Rural Community,Populated Place,UNP,44.4530555,-81.2158333,Bruce,1950-07-06
FADPY,Arlington Woods,Community,Populated Place,UNP,45.3230440,-75.7875560,Carleton,2004-03-05
FADQB,Armadale,Compact Rural Community,Populated Place,UNP,43.8371900,-79.2579200,York,1950-05-04
FEFSR,Armagh,Geographic Township,Administrative Area,GEOG,47.0194000,-80.3542900,Sudbury,1962-12-31
FADQE,Armbro Heights,Urban Community,Populated Place,UNP,43.6703200,-79.7468100,Peel,1974-06-30
FADQN,Armitage,Urban Community,Populated Place,UNP,44.0336111,-79.4761111,York,1950-05-04
FEFST,Armour,Geographic Township,Administrative Area,GEOG,45.6306600,-79.3534900,Parry Sound,1962-12-31
FELKN,Armour,Township Municipality,Administrative Area,MUN2,45.6289000,-79.3439900,Parry Sound,1985-01-01
FADRE,Armour Heights,Urban Community,Populated Place,UNP,43.7433333,-79.4300000,York,1974-06-30
FADRO,Armow,Compact Rural Community,Populated Place,UNP,44.1927778,-81.5138889,Bruce,1950-06-02
FADRQ,Arms,Railway Point,Populated Place,UNP,49.5677778,-86.0119444,Thunder Bay,1950-06-02
FEFSU,Armstrong,Geographic Township,Administrative Area,GEOG,47.7122222,-79.8194445,Timiskaming,1962-12-31
FELKO,Armstrong,Township Municipality,Administrative Area,MUN2,47.7111900,-79.8245600,Timiskaming,1921-01-01
FADRV,Armstrong,Compact Rural Community,Populated Place,UNP,50.3048860,-89.0418090,Thunder Bay,1966-04-21
FADSN,Armstrong Mills,Dispersed Rural Community,Populated Place,UNP,43.6291667,-80.2613889,Wellington,1950-09-07
FADSS,Armstrong Station,Post Office,Populated Place,UNP,50.3008660,-89.0421390,Thunder Bay,1966-04-21
FEFTA,Armstrongs Corners,Dispersed Rural Community,Populated Place,UNP,44.9330555,-76.3050000,Lanark,1968-01-10
FADSX,Arner,Dispersed Rural Community,Populated Place,UNP,42.0319444,-82.8238889,Essex,1950-05-04
FEFTC,Arnold,Geographic Township,Administrative Area,GEOG,48.2338300,-79.8201600,Timiskaming,1962-12-31
FEFTG,Arnott,Geographic Township,Administrative Area,GEOG,49.6431100,-84.5807000,Algoma,1962-12-31
FDGLY,Arnott,Dispersed Rural Community,Populated Place,UNP,44.4300000,-80.8550000,Grey,1945-04-16
FADTN,Arnprior,Town,Populated Place,TOWN,45.4347223,-76.3580556,Renfrew,1952-02-06
FADTQ,Arnstein,Compact Rural Community,Populated Place,UNP,45.9217200,-79.9329500,Parry Sound,1931-12-01
FOBQN,Aroland,First Nation Administrative Location,Administrative Area,MUN2,50.2321912,-86.9575085,,2023-09-14
FADTS,Aroland,Dispersed Rural Community,Populated Place,UNP,50.2320650,-86.9600230,Thunder Bay,1966-12-05
FADTW,Arpin,Dispersed Rural Community,Populated Place,UNP,48.9294445,-80.7236111,Cochrane,1949-05-05
FEFTH,Arran,Geographic Township,Administrative Area,GEOG,44.4597223,-81.2155556,Bruce,1962-12-31
FEUYK,Arran-Elderslie,Township Municipality,Administrative Area,MUN2,44.3970100,-81.2034400,Bruce,1999-01-01
FADUD,Arranvale,Dispersed Rural Community,Populated Place,UNP,44.4526200,-81.1454900,Bruce,1950-07-06
FEPUS,Arrow Lake Provincial Park,Provincial Park,Administrative Area,PARK,48.1783500,-90.2254200,Thunder Bay,1990-12-31
FEPSN,Arrowhead Peninsula Provincial Nature Reserve,Provincial Nature Reserve,Administrative Area,PARK,48.2538889,-90.6686111,Thunder Bay,1990-12-31
FADUJ,Arrowhead Provincial Park,Provincial Park,Administrative Area,PARK,45.3916667,-79.1986112,Muskoka,1990-12-31
FEFTK,Artemesia,Geographic Township,Administrative Area,GEOG,44.2815200,-80.5348500,Grey,1962-12-31
FEFTL,Arthur,Geographic Township,Administrative Area,GEOG,43.9158333,-80.6511112,Wellington,1962-12-31
FADVI,Arthur,Community,Populated Place,UNP,43.8326600,-80.5378900,Wellington,1999-01-01
FADVV,Arthur's Corners,Locality,Populated Place,UNP,42.9041667,-80.5747223,Oxford,1979-07-18
FADWI,Arva,Dispersed Rural Community,Populated Place,UNP,43.0500000,-81.2936111,Middlesex,1950-07-06
FADWM,Ascalon,Railway Point,Populated Place,UNP,46.0741667,-78.8052778,Nipissing,1948-11-08
FADWQ,Ash,Dispersed Rural Community,Populated Place,UNP,43.4387800,-79.8160600,Halton,1950-06-02
FADWX,Ashburn,Compact Rural Community,Populated Place,UNP,44.0024600,-78.9951700,Durham,1974-12-31
FADWY,Ashburnham,Urban Community,Populated Place,UNP,44.3030550,-78.3086110,Peterborough,1952-01-17
FADXA,Ashburton,Railway Point,Populated Place,UNP,46.5163889,-80.0150000,Nipissing,1950-11-03
FEFTP,Ashby,Geographic Township,Administrative Area,GEOG,45.1051600,-77.4517700,Lennox and Addington,1962-12-31
FADXC,Ashby Lake,Post Office,Populated Place,UNP,45.0830556,-77.2886111,Lennox and Addington,1968-01-04
FADXE,Ashby Mill,Dispersed Rural Community,Populated Place,UNP,44.4676500,-77.8254600,Peterborough,1977-10-04
FERMJ,Ashdad,Compact Rural Community,Populated Place,UNP,45.3500000,-76.7516667,Renfrew,1988-02-12
FADXH,Ashdale,Compact Rural Community,Populated Place,UNP,45.3000000,-75.7000000,,
FEFTS,Ashfield,Geographic Township,Administrative Area,GEOG,43.9203800,-81.6348500,Huron,1962-12-31
FEVIN,Ashfield-Colborne-Wawanosh,Township Municipality,Administrative Area,MUN2,43.8878400,-81.5940100,Huron,2001-01-01
FADXN,Ashgrove,Dispersed Rural Community,Populated Place,UNP,43.6086111,-79.8944445,Halton,1950-05-04
FADXX,Ashley,Geographic Township,Administrative Area,GEOG,48.4075000,-84.9991670,Algoma,1975-07-03
FEFTX,Ashmore,Geographic Township,Administrative Area,GEOG,49.7117900,-86.8815200,Thunder Bay,1962-12-31
FADYI,Ashton,Compact Rural Community,Populated Place,UNP,45.1572222,-76.0319445,Carleton; Lanark,1952-02-06
FADYL,Ashton Station,Dispersed Rural Community,Populated Place,UNP,45.1736111,-76.0541667,Lanark,1952-02-06
FADYM,Ashworth,Dispersed Rural Community,Populated Place,UNP,45.3492200,-79.4020500,Muskoka,1951-01-17
FEFUB,Askin,Geographic Township,Administrative Area,GEOG,46.9331300,-79.6962400,Nipissing,1962-12-31
FEFUD,Asmussen,Geographic Township,Administrative Area,GEOG,48.7986111,-91.9552778,Rainy River,1962-12-31
FEFIG,Aspdin,Dispersed Rural Community,Populated Place,UNP,45.2977778,-79.3708334,Muskoka,1951-01-17
FEFUG,Asphodel,Geographic Township,Administrative Area,GEOG,44.3505555,-77.9997222,Peterborough,1962-12-31
FEUXK,Asphodel-Norwood,Township Municipality,Administrative Area,MUN2,44.3530556,-78.0183333,Peterborough,1998-01-01
FEFUJ,Asquith,Geographic Township,Administrative Area,GEOG,47.5391000,-81.2657100,Sudbury,1962-12-31
FZAAB,Assabaska,Indian Reserve,Administrative Area,IR,48.9873125,-94.4354954,,2005-10-18
FDNIQ,Assad,Geographic Township,Administrative Area,GEOG,46.9340200,-82.5141800,Algoma,1975-07-03
FDNIR,Assef,Geographic Township,Administrative Area,GEOG,46.9328300,-82.3895700,Algoma,1975-07-03
FADZC,Asselin,Geographic Township,Administrative Area,GEOG,47.6151600,-84.8050700,Algoma,1975-07-03
FEFUO,Asselstine,Dispersed Rural Community,Populated Place,UNP,44.2443400,-76.7312600,Lennox and Addington,1951-02-07
FEFUQ,Assiginack,Geographic Township,Administrative Area,GEOG,45.7077000,-81.8784800,Manitoulin,1962-12-31
FELKU,Assiginack,Township Municipality,Administrative Area,MUN2,45.7061111,-81.8863889,Manitoulin,1871-01-01
FADZF,Assumption,Dispersed Rural Community,Populated Place,UNP,44.2708333,-78.2677778,Peterborough,1980-07-16
FEFUY,Aston,Geographic Township,Administrative Area,GEOG,47.1925000,-80.0833334,Nipissing,1962-12-31
FDOKQ,Astorville,Compact Rural Community,Populated Place,UNP,46.1858333,-79.2794445,Nipissing,1933-10-03
FADZS,Atha Road,Dispersed Rural Community,Populated Place,UNP,43.9439900,-79.1708600,Durham,1950-05-04
FEVUE,Athens,Township Municipality,Administrative Area,MUN2,44.6255555,-75.9383334,Leeds,2001-01-01
FADZV,Athens,Community,Populated Place,UNP,44.6315900,-75.9462800,Leeds,2001-01-01
FADZW,Atherley,Compact Rural Community,Populated Place,UNP,44.6012300,-79.3611700,Simcoe,1974-12-31
FADZX,Atherton,Dispersed Rural Community,Populated Place,UNP,42.8224600,-80.4490600,Norfolk,1950-06-02
FEFXY,Athlone,Geographic Township,Administrative Area,GEOG,47.0238888,-81.7688889,Sudbury,1962-12-31
FADZY,Athlone,Dispersed Rural Community,Populated Place,UNP,44.0353900,-79.8869100,Simcoe,1958-04-03
FAEAB,Athol,Dispersed Rural Community,Populated Place,UNP,43.9218400,-77.2296000,Prince Edward,1958-10-02
FAEAC,Athol,Dispersed Rural Community,Populated Place,UNP,45.3201300,-74.8936000,Glengarry,1974-12-31
FEFYB,Atikameg,Geographic Township,Administrative Area,GEOG,48.8422222,-85.5180555,Thunder Bay,1962-12-31
FOBTW,Atikameksheng Anishnawbek,First Nation Administrative Location,Administrative Area,MUN2,46.3979790,-81.1787602,,2023-09-14
FAEBC,Atikokan,Township Municipality,Administrative Area,MUN2,48.7588889,-91.6216666,Rainy River,1953-12-31
FEFQV,Atikokan,Suburban Community,Populated Place,UNP,48.7583334,-91.6133333,Rainy River,1962-12-31
FAEBM,Atironto,Suburban Community,Populated Place,UNP,44.9030555,-76.0072222,Lanark,1968-01-10
FAEBV,Atkinson,Geographic Township,Administrative Area,GEOG,48.4933330,-84.7397220,Algoma,1975-07-03
FAEBU,Atkinson,Dispersed Rural Community,Populated Place,UNP,44.3872400,-76.2770900,Frontenac,1950-04-06
FOBRK,Attawapiskat,First Nation Administrative Location,Administrative Area,MUN2,52.9254678,-82.4251595,,2023-09-14
FAECJ,Attawapiskat,Dispersed Rural Community,Populated Place,UNP,52.9225000,-82.4252778,Kenora,1948-10-07
FESVK,Attawapiskat 91,Indian Reserve,Administrative Area,IR,53.5808330,-84.3191670,Kenora,1990-12-31
FESVL,Attawapiskat 91A,Indian Reserve,Administrative Area,IR,52.9263105,-82.4230133,Kenora,1990-12-31
FAECO,Attercliffe,Dispersed Rural Community,Populated Place,UNP,42.9922223,-79.5861111,Niagara,1950-05-04
FAECP,Attercliffe Station,Dispersed Rural Community,Populated Place,UNP,42.9687400,-79.5923800,Haldimand,1971-01-28
FEFYG,Attlee,Geographic Township,Administrative Area,GEOG,46.1519444,-81.0136111,Sudbury,1962-12-31
FEZZB,Attlee Central Forest Conservation Reserve,Conservation Reserve,Administrative Area,PARK,46.1579990,-81.0315680,Sudbury,2001-01-15
FEZZA,Attlee Conservation Reserve,Conservation Reserve,Administrative Area,PARK,46.1521492,-80.9989505,Sudbury,2001-01-05
FIELF,Attwood River Conservation Reserve,Conservation Reserve,Administrative Area,PARK,51.2799240,-88.2967060,District of Thunder Bay,2004-12-31
FAECX,Atwood,Geographic Township,Administrative Area,GEOG,48.7265200,-94.5565700,Rainy River,1902-05-20
FAECW,Atwood,Suburban Community,Populated Place,UNP,43.6691666,-81.0188889,Perth,1941-04-29
FEFYH,Aubin,Geographic Township,Administrative Area,GEOG,48.9285900,-81.5348700,Cochrane,1962-12-31
FIDMF,Aubinadong River Provincial Park,Provincial Park,Administrative Area,PARK,47.0576040,-83.3238420,Maeck,2002-12-31
FIDMH,Aubinadong-Nushatogaini Rivers Provincial Park,Provincial Park,Administrative Area,PARK,47.0924330,-83.5034350,Handleman,2003-12-31
FEFYI,Aubrey,Geographic Township,Administrative Area,GEOG,49.7587400,-93.0702300,Kenora,1962-12-31
FEPUT,Aubrey Falls Provincial Park,Provincial Park,Administrative Area,PARK,46.9538889,-83.1686111,Algoma,1990-12-31
FAEDU,Auburn,Locality,Populated Place,UNP,43.7726200,-81.5335800,Huron,2001-01-01
FAEDW,Auburn Mills,Urban Community,Populated Place,UNP,44.3158333,-78.3080556,Peterborough,1971-03-01
FEFYJ,Auden,Geographic Township,Administrative Area,GEOG,49.9057200,-84.3791000,Cochrane,1962-12-31
FAEDX,Auden,Dispersed Rural Community,Populated Place,UNP,50.2261920,-87.8924740,Thunder Bay,1949-12-01
FAEEA,Auden Park,Suburban Community,Populated Place,UNP,44.2258333,-76.5838889,Frontenac,1978-02-07
FAEEC,Audley,Dispersed Rural Community,Populated Place,UNP,43.9030556,-79.0116666,Durham,1950-05-04
FAEEP,Augsburg,Dispersed Rural Community,Populated Place,UNP,45.5283400,-77.1831700,Renfrew,1937-12-07
FEFYL,Augusta,Geographic Township,Administrative Area,GEOG,44.7705556,-75.6525000,Grenville,1962-12-31
FELKX,Augusta,Township Municipality,Administrative Area,MUN2,44.7510100,-75.6001500,Grenville,1950-01-01
FEFYM,Auld,Geographic Township,Administrative Area,GEOG,47.5408333,-80.0791667,Timiskaming,1962-12-31
FIDTN,Aulneau Interior Conservation Reserve,Conservation Reserve,Administrative Area,PARK,49.3547490,-94.3939620,,2003-12-31
FOBRH,Aundeck-Omni-Kaning,First Nation Administrative Location,Administrative Area,MUN2,45.9599513,-81.9956963,,2023-09-14
FAEFT,Aunor,Locality,Populated Place,UNP,48.4411111,-81.2872222,Cochrane,1978-11-22
FEFYN,Aurora,Geographic Township,Administrative Area,GEOG,48.8408333,-80.7458334,Cochrane,1962-12-31
FDJFO,Aurora,Town,Populated Place,TOWN,43.9976300,-79.4698800,York,2001-07-01
FAEGM,Austin,Compact Rural Community,Populated Place,UNP,46.4907200,-80.8363200,Sudbury,1949-11-03
FAEHG,Avalon Park,Locality,Populated Place,UNP,42.7625000,-80.2419444,Norfolk,1979-07-18
FAEHH,Avening,Compact Rural Community,Populated Place,UNP,44.3105700,-80.0726500,Simcoe,1950-06-02
FEFYQ,Avery,Geographic Township,Administrative Area,GEOG,49.6726200,-92.3412600,Kenora,1962-12-31
FAEHP,Avery Point,Compact Rural Community,Populated Place,UNP,44.6702778,-79.1169444,Victoria,1972-01-31
FAEHU,Avis,Geographic Township,Administrative Area,GEOG,46.9331900,-82.2627100,Algoma,1975-07-03
FEFYS,Avon,Geographic Township,Administrative Area,GEOG,49.7754700,-81.5745600,Cochrane,1962-12-31
FAEHZ,Avon,Dispersed Rural Community,Populated Place,UNP,42.9081000,-80.9329200,Middlesex,1950-06-02
FAEIA,Avonbank,Dispersed Rural Community,Populated Place,UNP,43.3290000,-81.1291700,Perth,1950-07-06
FAEIE,Avondale,Locality,Populated Place,UNP,45.2112600,-74.6913100,Glengarry,1979-10-02
FAEIH,Avonmore,Locality,Populated Place,UNP,45.1715200,-74.9671300,Stormont,1998-01-01
FAEIJ,Avonry,Dispersed Rural Community,Populated Place,UNP,42.7522222,-82.3522223,Lambton,1950-05-04
FAEIK,Avonton,Dispersed Rural Community,Populated Place,UNP,43.3537700,-81.0868000,Perth,1950-07-06
FAEIT,Awenda Provincial Park,Provincial Park,Administrative Area,PARK,44.8412500,-79.9925300,Simcoe,1990-12-31
